0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0
2024_04_23_13_18_30_251,0.4,0.0,25.0,23.0,24.73521,-49.99952,1.685428,0.01199062,0.006657868,6.271878,0.32,-0.00989855,-0.03881058,-0.03562699,5.140543,0.1680665,-0.5434853,1.2070699300699301
2024_04_23_13_18_30_355,0.4,0.0,157.0,154.0,24.78989,-49.99892,1.683599,0.006324475,0.005759764,6.266366,0.67,-0.04140902,-0.01656614,-0.06014023,1.870811,-0.1076255,0.05233171,1.2070699300699301
2024_04_23_13_18_30_460,0.4,0.0,337.0,335.0,24.86511,-50.00002,1.684026,0.006971623,0.002196798,6.26588,0.7,-0.009196429,-0.01695291,0.008087582,0.07897615,0.07278379,-0.00475347,1.2070699300699301
2024_04_23_13_18_30_568,0.4,0.0,523.0,516.0,24.94164,-50.00111,1.684146,0.00314466,0.002394477,6.267623,0.72,-0.00597802,-0.02626691,0.02428874,-0.06002187,-0.7458823,-0.5987499,1.2070699300699301
2024_04_23_13_18_30_676,0.4,0.0,717.0,702.0,25.02013,-50.00251,1.683154,0.0007590009,6.28073,6.270046,0.72,-0.03986413,-0.02949276,0.01152905,0.1469254,0.002139714,-0.1035212,1.2070699300699301
2024_04_23_13_18_30_806,0.4,0.0,936.0,919.0,25.11117,-50.00315,1.682468,6.279465,6.276058,6.270652,0.72,-0.03694114,-0.06642085,0.007957534,-0.05811452,0.03377814,-0.08020131,1.2070699300699301
2024_04_23_13_18_30_914,0.4,0.0,1124.0,1103.0,25.18916,-50.00348,1.683103,6.275953,6.27451,6.270964,0.72,0.01646084,0.01838746,0.01353232,0.0333786,-0.1982376,-0.08464231,1.2070699300699301
2024_04_23_13_18_31_018,0.4,0.0,1303.0,1285.0,25.26447,-50.00429,1.683406,6.277143,6.274148,6.270265,0.72,-0.05157398,-0.05129763,-0.02960236,-0.006198883,0.3100429,-0.05741417,1.2070699300699301
2024_04_23_13_18_31_118,0.4,0.0,1475.0,1463.0,25.33689,-50.00446,1.68282,6.27494,6.268575,6.26825,0.71,-0.001764867,-0.03247381,0.00578856,-0.1778602,-0.1639267,-0.01815241,1.2070699300699301
2024_04_23_13_18_31_222,0.4,0.0,1648.0,1643.0,25.41041,-50.00516,1.685884,6.278239,6.269858,6.266329,0.71,0.01822317,0.01566492,-0.02782851,0.03927946,0.02922211,-0.009192154,1.2070699300699301
2024_04_23_13_18_31_322,0.4,0.09265329,1813.0,1820.0,25.481,-50.00603,1.686852,6.281322,6.265397,6.269776,0.7,-0.01528626,-0.04954336,0.07486747,-0.002145767,0.2993569,-0.1700297,1.2070699300699301
2024_04_23_13_18_31_425,0.4,0.2498216,1969.0,2012.0,25.5523,-50.0054,1.689189,6.279847,6.264657,0.003561712,0.67,-0.04503145,-0.03004518,0.2363445,0.02127886,-0.173971,-0.4301462,1.2070699300699301
2024_04_23_13_18_31_528,0.4,0.2903812,2115.0,2205.0,25.62154,-50.00271,1.690341,6.275478,6.261905,0.03172997,0.67,-0.02028562,-0.01304264,0.281759,0.1640916,-0.1005009,0.02487562,1.2070699300699301
2024_04_23_13_18_31_630,0.4,0.3715003,2259.0,2395.0,25.69104,-49.99826,1.692599,6.272736,6.262286,0.06714149,0.66,-0.01283676,0.00739407,0.3670409,-0.06222725,-0.01663715,-0.01851376,1.2070699300699301
2024_04_23_13_18_31_739,0.4,0.3867102,2403.0,2595.0,25.76177,-49.99107,1.69306,6.2718,6.259827,0.1079028,0.65,-0.02432615,-0.00627867,0.3799524,0.09644031,0.1098588,0.01036562,1.2070699300699301
2024_04_23_13_18_31_847,0.4,0.3867102,2546.0,2791.0,25.83134,-49.98043,1.694726,6.266264,6.259519,0.1484696,0.65,-0.07116456,-0.026757,0.3817181,0.001311302,0.06198883,-0.008733943,1.2070699300699301
